RecArt;SHAK_code;DatoStart;DatoChange;DatoEnd;Codetext;Agrp;Bgrp;Cgrp;SKS;Egrp;Aval;Bval;Cval;Dval;Inclusion;ExtraReg
afd;3000051;20050601;20051214;20060331;Geriatrisk afsnit, Kalundborg;2.0;;;;SKS;;;;3.0;;
afd;3000052;20050601;20051214;20060331;Kardiologisk afsnit, Kalundborg;6.0;;;;SKS;;;;3.0;;
afd;3000053;20050601;20051214;20060331;Endokrinologisk afsnit, Kalundborg;8.0;;;;SKS;;;;3.0;;
afd;3000054;20050601;20051214;20060331;Medicinsk gastroenterologisk afsnit, Kalundborg;9.0;;;;SKS;;;;3.0;;
afd;3000055;20050601;20051214;20060331;Lungemedicinsk afsnit, Kalundborg;10.0;;;;SKS;;;;3.0;;
afd;3000059;19950101;20051214;20060331;Medicinsk ambulatorium, Kalundborg;1.0;;;;SKS;;;;3.0;;
afd;300005B;20050601;20051214;20060331;Reumatologisk afsnit, Kalundborg;12.0;;;;SKS;;;;3.0;;
afd;300005E;20050601;20051214;20060331;Kardiologisk ambulatorium, Kalundborg;6.0;;;;SKS;;;;3.0;;
afd;300005H;20050601;20051214;20060331;Endokrinologisk ambulatorium, Kalundborg;8.0;;;;SKS;;;;3.0;;
afd;300005J;20050601;20051214;20060331;Medicinsk gastroenterologisk ambulatorium, Kalundborg;9.0;;;;SKS;;;;3.0;;
afd;300005K;20050601;20051214;20060331;Lungemedicinsk ambulatorium, Kalundborg;10.0;;;;SKS;;;;3.0;;
afd;300005P;19950101;20021031;20021231;Fysio- og ergoterapi, Kalundborg;99.0;;;;SKS;;;;3.0;;
afd;300005P;20030101;20051214;20060331;Fysio- og ergoterapi, Kalundborg;98.0;;;;SKS;;;;3.0;;
afd;3000060;19950101;20041130;20041231;Medicinsk afdeling, Ringsted;1.0;;;;SKS;;;;3.0;;
afd;3000069;19950101;20041130;20041231;Medicinsk ambulatorium, Ringsted;1.0;;;;SKS;;;;3.0;;
afd;300006P;19950101;20021031;20021231;Fysio- og ergoterapi, Ringsted;99.0;;;;SKS;;;;3.0;;
afd;300006P;20030101;20041130;20041231;Fysio- og ergoterapi, Ringsted;98.0;;;;SKS;;;;3.0;;
afd;3000071;19950101;20030528;20031231;Geriatrisk afdeling, Haslev;2.0;1.0;;;SKS;;;;3.0;;
afd;300007D;19950101;20030528;20031231;Geriatrisk ambulatorium, Haslev;2.0;1.0;;;SKS;;;;3.0;;
afd;300007P;19950101;20021031;20021231;Fysio- og ergoterapi, Haslev;99.0;;;;SKS;;;;3.0;;
afd;300007P;20030101;20030528;20031231;Fysio- og ergoterapi, Haslev;98.0;;;;SKS;;;;3.0;;
afd;3000080;19950101;20051214;20060331;Neurologisk afdeling, Holbæk;20.0;;;;SKS;;;;3.0;;
afd;3000089;19950101;20051214;20060331;Neurologisk ambulatorium, Holbæk;20.0;;;;SKS;;;;3.0;;
afd;3000090;19950101;20031219;20031231;Neurologisk afdeling, Slagelse;20.0;;;;SKS;;;;3.0;;
afd;3000099;19950101;20051017;20051231;Neurologisk ambulatorium, Slagelse;20.0;;;;SKS;;;;3.0;;
afd;300010;20060101;20090119;20090228;Arbejdsmedicinsk overafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000109;19950101;20090119;20090228;Arbejdsmedicinsk klinik, Slagelse;86.0;;;;SKS;;;;3.0;;
afd;300011;20060101;20090119;20090228;Pædiatrisk overafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000110;19950101;20090119;20090228;Pædiatrisk afdeling, Holbæk;80.0;;;;SKS;;;;3.0;;
afd;3000119;19950101;20090119;20090228;Pædiatrisk ambulatorium, Holbæk;80.0;;;;SKS;;;;3.0;;
afd;300012;20060101;20090119;20090228;Medicinsk overafdeling;;;;;SKS;;;;3.0;;
afd;3000120;20030101;20090119;20090228;Medicinsk afdeling, Holbæk;1.0;;;;SKS;;;;3.0;;
afd;3000121;20030101;20090119;20090228;Medicinsk afdeling, Slagelse;1.0;;;;SKS;;;;3.0;;
afd;3000122;20030101;20090119;20090228;Medicinsk afdeling, Kalundborg;1.0;;;;SKS;;;;3.0;;
afd;300012D;20030101;20090119;20090228;Medicinsk ambulatorium, Holbæk;1.0;;;;SKS;;;;3.0;;
afd;300012E;20030101;20090119;20090228;Medicinsk ambulatorium, Slagelse;1.0;;;;SKS;;;;3.0;;
afd;300012F;20030101;20090119;20090228;Medicinsk ambulatorium, Kalundborg;1.0;;;;SKS;;;;3.0;;
afd;300013;20060101;20090119;20090228;Lungemedicinsk overafdeling;;;;;SKS;;;;3.0;;
afd;3000130;20030101;20090119;20090228;Lungemedicinsk afdeling, Holbæk;10.0;;;;SKS;;;;3.0;;
afd;3000131;20030101;20090119;20090228;Lungemedicinsk afdeling, Slagelse;10.0;;;;SKS;;;;3.0;;
afd;3000132;20030101;20090119;20090228;Lungemedicinsk afdeling, Kalundborg;10.0;;;;SKS;;;;3.0;;
afd;300013D;20030101;20090119;20090228;Lungemedicinsk ambulatorium, Holbæk;10.0;;;;SKS;;;;3.0;;
afd;300013E;20030101;20090119;20090228;Lungemedicinsk ambulatorium, Slagelse;10.0;;;;SKS;;;;3.0;;
afd;300013F;20030101;20090119;20090228;Lungemedicinsk ambulatorium, Kalundborg;10.0;;;;SKS;;;;3.0;;
afd;300013K;20030101;20090119;20090228;Allergologisk ambulatorium, Holbæk;7.0;;;;SKS;;;;3.0;;
afd;300014;20060101;20090119;20090228;Medicinsk gastroenterologisk overafdeling;;;;;SKS;;;;3.0;;
afd;3000140;20030101;20090119;20090228;Medicinsk gastroenterologisk afdeling, Holbæk;9.0;;;;SKS;;;;3.0;;
afd;3000141;20030101;20090119;20090228;Medicinsk gastroenterologisk afdeling, Slagelse;9.0;;;;SKS;;;;3.0;;
afd;3000142;20030101;20090119;20090228;Medicinsk gastroenterologisk afdeling, Kalundborg;9.0;;;;SKS;;;;3.0;;
afd;300014D;20030101;20090119;20090228;Medicinsk gastroenterologisk ambulatorium, Holbæk;9.0;;;;SKS;;;;3.0;;
afd;300014E;20030101;20090119;20090228;Medicinsk gastroenterologisk ambulatorium, Slagelse;9.0;;;;SKS;;;;3.0;;
afd;300014F;20030101;20090119;20090228;Medicinsk gastroenterologisk ambulatorium, Kalundborg;9.0;;;;SKS;;;;3.0;;
afd;300015;20060101;20090119;20090228;Kardiologisk overafdeling;;;;;SKS;;;;3.0;;
afd;3000150;20030101;20090119;20090228;Kardiologisk afdeling, Holbæk;6.0;;;;SKS;;;;3.0;;
afd;3000151;20030101;20090119;20090228;Kardiologisk afdeling, Slagelse;6.0;;;;SKS;;;;3.0;;
afd;3000152;20030101;20090119;20090228;Kardiologisk afdeling, Kalundborg;6.0;;;;SKS;;;;3.0;;
afd;300015A;20050101;20090119;20090228;Apopleksiafsnit, Holbæk;6.0;;;;SKS;;;;3.0;;
afd;300015D;20030101;20090119;20090228;Kardiologisk ambulatorium, Holbæk;6.0;;;;SKS;;;;3.0;;
afd;300015E;20030101;20090119;20090228;Kardiologisk ambulatorium, Slagelse;6.0;;;;SKS;;;;3.0;;
afd;300015F;20030101;20090119;20090228;Kardiologisk ambulatorium, Kalundborg;6.0;;;;SKS;;;;3.0;;
afd;300015K;20050101;20090119;20090228;Apopleksiambulatorium, Holbæk;6.0;;;;SKS;;;;3.0;;
afd;300016;20060101;20090119;20090228;Endokrinologisk overafdeling;;;;;SKS;;;;3.0;;
afd;3000160;20030101;20090119;20090228;Endokrinologisk afdeling, Holbæk;8.0;;;;SKS;;;;3.0;;
afd;3000161;20030101;20090119;20090228;Endokrinologisk afdeling, Slagelse;8.0;;;;SKS;;;;3.0;;
afd;3000162;20030101;20090119;20090228;Endokrinologisk afdeling, Kalundborg;8.0;;;;SKS;;;;3.0;;
afd;300016D;20030101;20090119;20090228;Endokrinologisk ambulatorium, Holbæk;8.0;;;;SKS;;;;3.0;;
afd;300016E;20030101;20090119;20090228;Endokrinologisk ambulatorium, Slagelse;8.0;;;;SKS;;;;3.0;;
afd;300016F;20030101;20090119;20090228;Endokrinologisk ambulatorium, Kalundborg;8.0;;;;SKS;;;;3.0;;
afd;300017;20060101;20090119;20090228;Nefrologisk overafdeling;;;;;SKS;;;;3.0;;
afd;3000170;20030101;20090119;20090228;Nefrologisk afdeling, Holbæk;11.0;;;;SKS;;;;3.0;;
afd;300017D;20030101;20090119;20090228;Nefrologisk ambulatorium, Holbæk;11.0;;;;SKS;;;;3.0;;
afd;300017K;20030101;20090119;20090228;Dialyseambulatorium, Holbæk;11.0;;;;SKS;;;;3.0;;
afd;300018;20060101;20090119;20090228;Geriatrisk overafdeling;;;;;SKS;;;;3.0;;
afd;3000180;20030101;20090119;20090228;Geriatrisk afdeling, Holbæk;2.0;;;;SKS;;;;3.0;;
afd;3000181;20030101;20090119;20090228;Geriatrisk afdeling, Slagelse;2.0;;;;SKS;;;;3.0;;
afd;3000182;20030101;20090119;20090228;Geriatrisk afdeling, Kalundborg;2.0;;;;SKS;;;;3.0;;
afd;3000184;20030101;20070419;20070430;Geriatrisk afdeling, Nykøbing Sj.;2.0;;;;SKS;;;;3.0;;
afd;3000185;20030101;20090119;20090228;Geriatrisk afdeling, Korsør;2.0;;;;SKS;;;;3.0;;
afd;300018D;20030101;20090119;20090228;Geriatrisk ambulatorium, Holbæk;2.0;;;;SKS;;;;3.0;;
afd;300018E;20030101;20090119;20090228;Geriatrisk ambulatorium, Slagelse;2.0;;;;SKS;;;;3.0;;
afd;300018F;20030101;20060517;20041231;Geriatrisk ambulatorium, Kalundborg;2.0;;;;SKS;;;;1.0;;
afd;300018F;20050101;20090119;20090228;Geriatrisk ambulatorium, Kalundborg;2.0;;;;SKS;;;;3.0;;
afd;300018J;20030101;20090119;20090228;Geriatrisk ambulatorium, Korsør;2.0;;;;SKS;;;;3.0;;
afd;300019;20060101;20090119;20090228;Reumatologisk overafdeling;;;;;SKS;;;;3.0;;
afd;3000190;20030101;20090119;20090228;Reumatologisk afdeling, Holbæk;12.0;;;;SKS;;;;3.0;;
afd;3000191;20030101;20090119;20090228;Reumatologisk afdeling, Slagelse;12.0;;;;SKS;;;;3.0;;
afd;3000192;20030101;20090119;20090228;Reumatologisk afdeling, Kalundborg;12.0;;;;SKS;;;;3.0;;
afd;300019D;20030101;20090119;20090228;Reumatologisk ambulatorium, Holbæk;12.0;;;;SKS;;;;3.0;;
afd;300019E;20030101;20090119;20090228;Reumatologisk ambulatorium, Slagelse;12.0;;;;SKS;;;;3.0;;
afd;300019F;20030101;20060517;20041231;Reumatologisk ambulatorium, Kalundborg;12.0;;;;SKS;;;;1.0;;
afd;300019F;20050101;20090119;20090228;Reumatologisk ambulatorium, Kalundborg;12.0;;;;SKS;;;;3.0;;
afd;300020;20060101;20090119;20090228;Neurologisk overafdeling;;;;;SKS;;;;3.0;;
afd;3000200;20030101;20090119;20090228;Neurologisk afdeling, Holbæk;20.0;;;;SKS;;;;3.0;;
afd;300020D;20030101;20090119;20090228;Neurologisk ambulatorium, Holbæk;20.0;;;;SKS;;;;3.0;;
afd;300020E;20050101;20090119;20090228;Neurologisk ambulatorium, Slagelse;20.0;;;;SKS;;;;3.0;;
afd;300020F;20050101;20090119;20090228;Neurologisk ambulatorium, Kalundborg;20.0;;;;SKS;;;;3.0;;
afd;300021;20060101;20090119;20090228;Fysio- og ergoterapi overafdeling;;;;;SKS;;;;3.0;;
afd;300021D;20030101;20090119;20090228;Fysio- og ergoterapi, Holbæk;98.0;;;;SKS;;;;3.0;;
afd;300021E;20030101;20090119;20090228;Fysio- og ergoterapi, Slagelse;98.0;;;;SKS;;;;3.0;;
afd;300021F;20030101;20090119;20090228;Fysio- og ergoterapi, Kalundborg;98.0;;;;SKS;;;;3.0;;
afd;300030;20060101;20090119;20090228;Kirurgisk overafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000300;19950101;20090119;20090228;Kirurgisk gastroenterologisk afsnit, Holbæk;32.0;;;;SKS;;;;3.0;;
afd;3000301;19950101;20090119;20090228;Urologisk afdeling, Holbæk;35.0;;;;SKS;;;;3.0;;
afd;3000309;19950101;20090119;20090228;Kirurgisk gastroenterologisk ambulatorium, Holbæk;32.0;;;;SKS;;;;3.0;;
afd;300030D;19950101;20090119;20090228;Urologisk ambulatorium, Holbæk;35.0;;;;SKS;;;;3.0;;
afd;300031;20060101;20090119;20090228;Kirurgisk overafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000310;19950101;20090119;20090228;Kirurgisk gastroenterologisk afdeling, Slagelse;32.0;;;;SKS;;;;3.0;;
afd;3000311;19950101;20051214;20051231;Urologisk afsnit, Slagelse;35.0;;;;SKS;;;;3.0;;
afd;3000312;19950101;20090119;20090228;Karkirurgisk afsnit, Slagelse;31.0;;;;SKS;;;;3.0;;
afd;3000319;19950101;20090119;20090228;Kirurgisk gastroenterologisk ambulatorium, Slagelse;32.0;;;;SKS;;;;3.0;;
afd;300031D;19950101;20051214;20051231;Urologisk ambulatorium, Slagelse;35.0;;;;SKS;;;;3.0;;
afd;300031E;19950101;20090119;20090228;Karkirurgisk ambulatorium, Slagelse;31.0;;;;SKS;;;;3.0;;
afd;300032;20060101;20090119;20090228;Kirurgisk overafdeling, Kalundborg;;;;;SKS;;;;3.0;;
afd;3000320;19950101;20090119;20090228;Kirurgisk gastroenterologisk afdeling, Kalundborg;32.0;;;;SKS;;;;3.0;;
afd;3000321;19950101;20051214;20051231;Urologisk afsnit, Kalundborg;35.0;;;;SKS;;;;3.0;;
afd;3000329;19950101;20090119;20090228;Kirurgisk gastroenterologisk ambulatorium, Kalundborg;32.0;;;;SKS;;;;3.0;;
afd;300032D;19950101;20051214;20051231;Urologisk ambulatorium, Kalundborg;35.0;;;;SKS;;;;3.0;;
afd;300033;20060101;20090119;20090228;Mammakirurgisk overafdeling, Ringsted;;;;;SKS;;;;3.0;;
afd;3000330;19950101;20090119;20090228;Mammakirurgisk afdeling, Ringsted;30.0;;;;SKS;;;;3.0;;
afd;3000339;19950101;20090119;20090228;Mammakirurgisk ambulatorium, Ringsted;30.0;;;;SKS;;;;3.0;;
afd;3000349;19950101;20030930;20031231;Kirurgisk gastroenterologisk ambulatorium, Nykøbing Sj.;32.0;;;;SKS;;;;3.0;;
afd;3000350;19950101;20030930;20031231;Kirurgisk gastroenterologisk afsnit, Sæby;32.0;;;;SKS;;;;3.0;;
afd;3000352;19950101;20030930;20031231;Karkirurgisk afdeling, Sæby;31.0;;;;SKS;;;;3.0;;
afd;3000359;19950101;20030930;20031231;Kirurgisk gastroenterologisk ambulatorium, Sæby;32.0;;;;SKS;;;;3.0;;
afd;300035E;19950101;20030930;20031231;Karkirurgisk ambulatorium, Sæby;31.0;;;;SKS;;;;3.0;;
afd;300040;20060101;20090119;20090228;Gynækologisk overafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000400;19950101;20090119;20090228;Gynækologisk afdeling, Holbæk;38.0;;;;SKS;;;;3.0;;
afd;3000401;19950101;20090119;20090228;Obstetrisk afsnit, Holbæk;38.0;;;;SKS;;;;3.0;;
afd;3000409;19950101;20090119;20090228;Gynækologisk ambulatorium, Holbæk;38.0;;;;SKS;;;;3.0;;
afd;300040D;19950101;20090119;20090228;Obstetrisk ambulatorium, Holbæk;38.0;;;;SKS;;;;3.0;;
afd;300040E;19950101;20021031;20021231;Jordemodercenter, Holbæk;38.0;;;;SKS;;;;3.0;;
afd;300040F;19950101;20090119;20090228;Fertilitetsklinikken, Holbæk;38.0;;;;SKS;;;;3.0;;
afd;300041;20060101;20090119;20090228;Gynækologisk overafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000410;19950101;20090119;20090228;Gynækologisk afdeling, Slagelse;38.0;;;;SKS;;;;3.0;;
afd;3000411;19950101;20090119;20090228;Obstetrisk afsnit, Slagelse;38.0;;;;SKS;;;;3.0;;
afd;3000419;19950101;20090119;20090228;Gynækologisk ambulatorium, Slagelse;38.0;;;;SKS;;;;3.0;;
afd;300041D;19950101;20090119;20090228;Obstetrisk ambulatorium, Slagelse;38.0;;;;SKS;;;;3.0;;
afd;300041E;19950101;20021031;20021231;Jordemodercenter, Slagelse;38.0;;;;SKS;;;;3.0;;
afd;3000421;19950101;20030805;20031231;Obstetrisk afsnit, Kalundborg;38.0;;;;SKS;;;;3.0;;
afd;3000429;19950101;20051017;20051231;Gynækologisk ambulatorium, Kalundborg;38.0;;;;SKS;;;;3.0;;
afd;300042D;19950101;20030805;20031231;Obstetrisk ambulatorium, Kalundborg;38.0;;;;SKS;;;;3.0;;
afd;300042E;19950101;20021031;20021231;Jordemodercenter, Kalundborg;38.0;;;;SKS;;;;3.0;;
afd;300045;20060101;20090119;20090228;Ortopædkirurgisk overafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000450;19950101;20090119;20090228;Ortopædkirurgisk afdeling, Holbæk;42.0;;;;SKS;;;;3.0;;
afd;3000458;19950101;20090119;20090228;Skadestuen, Holbæk;42.0;;;;SKS;;;;3.0;;
afd;3000459;19950101;20090119;20090228;Ortopædkirurgisk ambulatorium, Holbæk;42.0;;;;SKS;;;;3.0;;
afd;300046;20060101;20090119;20090228;Ortopædkirurgisk overafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000460;19950101;20090119;20090228;Ortopædkirurgisk afdeling, Slagelse;42.0;;;;SKS;;;;3.0;;
afd;3000468;19950101;20090119;20090228;Skadestuen, Slagelse;42.0;;;;SKS;;;;3.0;;
afd;3000469;19950101;20090119;20090228;Ortopædkirurgisk ambulatorium, Slagelse;42.0;;;;SKS;;;;3.0;;
afd;300046P;19950101;20030930;20031231;Ortopædkirurgisk fysioterapi, Slagelse;42.0;;;;SKS;;;;3.0;;
afd;300046Q;19950101;20030930;20031231;Ortopædkirurgisk ergoterapi, Slagelse;42.0;;;;SKS;;;;3.0;;
afd;300047;20060101;20090119;20090228;Ortopædkirurgisk overafdeling, Kalundborg;;;;;SKS;;;;3.0;;
afd;3000470;19950101;20090119;20090228;Ortopædkirurgisk afsnit, Kalundborg;42.0;;;;SKS;;;;3.0;;
afd;3000478;19950101;20031030;20031031;Skadestuen, Kalundborg;42.0;;;;SKS;;;;3.0;;
afd;3000478;20031101;20090119;20090228;Skadeklinik, Kalundborg;42.0;;;;SKS;;;;3.0;;
afd;3000479;19950101;20090119;20090228;Ortopædkirurgisk ambulatorium, Kalundborg;42.0;;;;SKS;;;;3.0;;
afd;300048;20060101;20090119;20090228;Ortopædkirurgisk overafdeling, Ringsted;;;;;SKS;;;;3.0;;
afd;3000480;19950101;20090119;20090228;Ortopædkirurgisk afdeling, Ringsted;42.0;;;;SKS;;;;3.0;;
afd;3000488;19950101;20031030;20031031;Skadestuen, Ringsted;42.0;;;;SKS;;;;3.0;;
afd;3000488;20031101;20090119;20090228;Skadeklinik, Ringsted;42.0;;;;SKS;;;;3.0;;
afd;3000489;19950101;20090119;20090228;Ortopædkirurgisk ambulatorium, Ringsted;42.0;;;;SKS;;;;3.0;;
afd;300049;20060101;20090119;20090228;Skadeklinikkens overafdeling, Nykøbing Sj.;;;;;SKS;;;;3.0;;
afd;3000498;20020601;20090119;20090228;Skadeklinik, Nykøbing Sj.;42.0;;;;SKS;;;;3.0;;
afd;3000499;19950101;20030930;20031231;Ortopædkirurgisk ambulatorium, Nykøbing Sj.;42.0;;;;SKS;;;;3.0;;
afd;300051;20060101;20090119;20090228;Øjenoverafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000510;19950101;20090119;20090228;Øjenafdeling, Holbæk;44.0;;;;SKS;;;;3.0;;
afd;3000519;19950101;20090119;20090228;Øjenambulatorium, Holbæk;44.0;;;;SKS;;;;3.0;;
afd;300052;20060101;20090119;20090228;Øjenoverafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000529;19950101;20090119;20090228;Øjenambulatorium, Slagelse;44.0;;;;SKS;;;;3.0;;
afd;300053;20060101;20060817;20070331;Øre-, næse- og halskirurgisk overafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000539;19950101;20060817;20070331;Øre-, næse- og halskirurgisk ambulatorium, Holbæk;46.0;;;;SKS;;;;3.0;;
afd;300054;20060101;20090119;20090228;Øre-, næse- og halskirurgisk overafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000540;19950101;20090119;20090228;Øre-, næse- og halskirurgisk afdeling, Slagelse;46.0;;;;SKS;;;;3.0;;
afd;3000549;19950101;20090119;20090228;Øre-, næse- og halskirurgisk ambulatorium, Slagelse;46.0;;;;SKS;;;;3.0;;
afd;300054D;19950101;20090119;20090228;Audiologisk ambulatorium, Slagelse;46.0;;;;SKS;;;;3.0;;
afd;300054E;20050101;20090119;20090228;Øre-næse-halskirurgisk amb., Holbæk;46.0;;;;SKS;;;;3.0;;
afd;300056;20060101;20090119;20090228;Tand-, mund- og kæbekirurgisk overafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000560;19950101;20090119;20090228;Tand-, mund- og kæbekirurgisk afsnit, Slagelse;48.0;;;;SKS;;;;3.0;;
afd;3000569;19950101;20090119;20090228;Tand-, mund- og kæbekirurgisk ambulatorium, Slagelse;48.0;;;;SKS;;;;3.0;;
afd;300057;20060101;20090119;20090228;Anæstesiologisk overafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000570;19950101;20090119;20090228;Anæstesiologisk afdeling, Holbæk;84.0;;;;SKS;;;;3.0;;
afd;3000579;19950101;20090119;20090228;Anæstesiologisk ambulatorium, Holbæk;84.0;;;;SKS;;;;3.0;;
afd;300058;20060101;20090119;20090228;Anæstesiologisk overafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000580;19950101;20090119;20090228;Anæstesiologisk afdeling, Slagelse;84.0;;;;SKS;;;;3.0;;
afd;3000589;19950101;20090119;20090228;Anæstesiologisk ambulatorium, Slagelse;84.0;;;;SKS;;;;3.0;;
afd;300059;20060101;20090119;20090228;Anæstesiologisk overafdeling, Kalundborg;;;;;SKS;;;;3.0;;
afd;3000590;19950101;20090119;20090228;Anæstesiologisk afdeling, Kalundborg;84.0;;;;SKS;;;;3.0;;
afd;3000599;19950101;20090119;20090228;Anæstesiologisk ambulatorium, Kalundborg;84.0;;;;SKS;;;;3.0;;
afd;300060;20060101;20090119;20090228;Anæstesiologisk overafdeling, Ringsted;;;;;SKS;;;;3.0;;
afd;3000600;19950101;20090119;20090228;Anæstesiologisk afdeling, Ringsted;84.0;;;;SKS;;;;3.0;;
afd;3000609;19950101;20090119;20090228;Anæstesiologisk ambulatorium, Ringsted;84.0;;;;SKS;;;;3.0;;
afd;300070;20060101;20090119;20090228;Almenpsykiatrisk overafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000700;19950101;20090119;20090228;Almenpsykiatrisk afdeling, Holbæk;50.0;;;;SKS;;;;3.0;;
afd;3000709;19950101;20090119;20090228;Almenpsykiatrisk ambulatorium, Holbæk;50.0;;;;SKS;;;;3.0;;
afd;300070P;20030901;20090119;20090228;Fysio-og ergoterapi, almenpsyk. afd., Holbæk;98.0;50.0;;;SKS;;;;3.0;;
afd;300071;20060101;20090119;20090228;Almenpsykiatrisk overafdeling, Slagelse;;;;;SKS;;;;3.0;;
afd;3000710;19950101;20090119;20090228;Almenpsykiatrisk afdeling, Slagelse;50.0;;;;SKS;;;;3.0;;
afd;3000719;19950101;20090119;20090228;Almenpsykiatrisk ambulatorium, Slagelse;50.0;;;;SKS;;;;3.0;;
afd;300071P;20030901;20090119;20090228;Psykiatrisk ergoterapi, Almenpsyk. afd., Slagelse;98.0;50.0;;;SKS;;;;3.0;;
afd;300072;20060101;20090119;20090228;Almenpsykiatrisk overafdeling, Nykøbing Sj.;;;;;SKS;;;;3.0;;
afd;3000720;19950101;20090119;20090228;Almenpsykiatrisk afdeling, Nykøbing Sj.;50.0;;;;SKS;;;;3.0;;
afd;3000721;20051201;20090119;20090228;Langtidsafdeling, Nykøbing Sj;50.0;;;;SKS;;;;3.0;;
afd;3000729;19950101;20090119;20090228;Almenpsykiatrisk ambulatorium, Nykøbing Sj.;50.0;;;;SKS;;;;3.0;;
afd;300072P;20030901;20090119;20090228;Psykiatrisk ergoterapi, Almenpsyk. afd., Nykøbing Sj.;98.0;50.0;;;SKS;;;;3.0;;
afd;300073;20060101;20090119;20090228;Almenpsykiatrisk overafdeling, Dianalund;;;;;SKS;;;;3.0;;
afd;3000730;19950101;20090119;20090228;Almenpsykiatrisk afdeling, Dianalund;50.0;;;;SKS;;;;3.0;;
afd;3000731;20051201;20090119;20090228;Lukket almenpsykiatrisk afdeling, Dianalund;50.0;;;;SKS;;;;3.0;;
afd;3000732;20051201;20090119;20090228;Gerontopsykiatrisk afdeling D, Dianalund;50.0;;;;SKS;;;;3.0;;
afd;3000737;20051201;20090119;20090228;Gerontopsykiatrisk ambulatorium, Dianalund;50.0;;;;SKS;;;;3.0;;
afd;3000739;19950101;20090119;20090228;Almenpsykiatrisk ambulatorium, Dianalund;50.0;;;;SKS;;;;3.0;;
afd;300073P;20030901;20040430;20040430;Psykiatrisk ergoterapi, Almenpsyk. afd., Dianalund;50.0;98.0;;;SKS;;;;3.0;;
afd;300073P;20040501;20090119;20090228;Psykiatrisk fysio- og ergoterapi, Almenpsyk. Afd., Dianalund;98.0;50.0;;;SKS;;;;3.0;;
afd;3000750;19950101;20030805;20031231;Gerontopsykiatrisk afdeling, Dianalund;50.0;;;;SKS;;;;3.0;;
afd;3000751;19950101;20030805;20031231;Langtidsafdeling, Nykøbing Sj.;50.0;;;;SKS;;;;3.0;;
afd;3000759;19950101;20030805;20031231;Gerontopsykiatrisk ambulatorium, Dianalund;50.0;;;;SKS;;;;3.0;;
afd;300077;20060101;20090119;20090228;Retspsykiatrisk overafdeling, Nykøbing Sj.;;;;;SKS;;;;3.0;;
afd;3000770;19950101;20090119;20090228;Retspsykiatrisk afdeling, Nykøbing Sj.;50.0;;;;SKS;;;;3.0;;
afd;3000771;19950101;20090119;20090228;Sikringsafdelingen, Nykøbing Sj.;50.0;;;;SKS;;;;3.0;;
afd;3000779;19950101;20090119;20090228;Retspsykiatrisk ambulatorium, Nykøbing Sj.;50.0;;;;SKS;;;;3.0;;
afd;300077P;20030901;20090119;20090228;Psykiatrisk ergoterapi, Retspsyk. afd., Nykøbing Sj.;98.0;50.0;;;SKS;;;;3.0;;
afd;300077Q;20030901;20090119;20090228;Psykiatrisk ergoterapi, Sikringsafdelingen, Nykøbing Sj.;98.0;50.0;;;SKS;;;;3.0;;
afd;300079;20060101;20090119;20090228;Børne- og ungdomspsykiatrisk overafdeling, Holbæk;;;;;SKS;;;;3.0;;
afd;3000790;19950101;20090119;20090228;Børne- og ungdomspsykiatrisk afdeling, Holbæk;52.0;;;;SKS;;;;3.0;;
afd;3000799;19950101;20090119;20090228;Børne- og ungdomspsykiatrisk ambulatorium, Holbæk;52.0;;;;SKS;;;;3.0;;
afd;300079P;20030901;20090119;20090228;Psykiatrisk ergoterapi, Børne- og ungdomspsyk. afd., Holbæk;98.0;50.0;;;SKS;;;;3.0;;
afd;300090;20060101;20090119;20090228;FBE Radiologi;;;;;SKS;;;;3.0;;
afd;3000900;19950101;20090119;20090228;Radiologi, Holbæk;66.0;;;;SKS;;;;3.0;;
afd;3000901;19950101;20090119;20090228;Radiologi, Slagelse;66.0;;;;SKS;;;;3.0;;
afd;3000902;19950101;20090119;20090228;Radiologi, Kalundborg;66.0;;;;SKS;;;;3.0;;
afd;3000903;19950101;20090119;20090228;Radiologi, Ringsted;66.0;;;;SKS;;;;3.0;;
afd;300091;20060101;20090119;20090228;FBE Biokemi;;;;;SKS;;;;3.0;;
afd;3000910;19950101;20090119;20090228;Klinisk biokemi, Holbæk;60.0;;;;SKS;;;;3.0;;
